id,name,taxa_kind_id_name,description,col_id,eol_id,Sinonimi,Autore,Etimologia,"Tipo di vegetazione","Diffusione geografica","Nome italiano",Fioritura,Altezza,"Inizio fioritura","Fine fioritura"
42317,"Potentina tabernaemontani",Specie,,,,,,,,,,,,,
52316,"Potentilla reptans",Specie,"Pianta perenne, stolonifera; foglie grandi, palmate a cinque foglioiine; fiori ascellari isolati, grandi, di ⌀ fino a 2 cm.",0358121d22fa1b1490ab2f15d7dd3524,230196,,Linneo,"Il nome specifico sottolinea il caratteristico portamento rampante dei fusti.","Si trova lungo le scarpate e i sentieri nei luoghi incolti, ruderali umidi fino oltre i 1500 m","Manca nelle zone artiche.","Erba pecorina, cinquefoglie comune",,,Maggio,Agosto
466315,"Fragaria viridis",Specie,,,,,,,,,,,,,
43314,"Potentilla argentea",Specie,"Pianta con corto rizoma, presenta le foglie sotto bianco-tomentose; liori gialli di 1 cm di ⌀.",3f69734f0f2406328ee6a4c739375e85,,,Linneo,,"Prati aridi, sabbiosi o ghiaiosi, vecchi muri fino a 1000 m; preferisce terreni acidi.","Presente in Europa centro-occidentale","Cinquefoglie bianca",,,Maggio,Luglio
342313,"Potentilla recta",Specie,"Pianta con fusti fiorali eretti, pelosa, con fiori giallo-citrino o sulfurei di 2 cm di ⌀.<br /><br />Simile è <em>P. hirta</em> L. ma con foglie ispide per lunghi peli.",209c017bcf9ecfbb7f8d767531994200,629632,,Linneo,,"Prati aridi e rupi fino a 1200 m.","Presente, ma poco comune, in Europa centro-meridionale.","Cinquefoglie diritta",,,Giugno,Luglio
387312,"Potentilla erecta",Specie,"Pianta rizomatosa, con fusti fiorali eretti, scarsamente pelosa e con caratteristici fiori a quattro petali gialli.<br /><br />Rizomi e radici contengono principi astringenti utilizzati come vulnerari, stomachici e in casi di diarrea e scorbuto.",3a60df003c9a3beb108186531435e388,239189,"(= P. tormentala Stokes)","(L.) Räuschel",,"È diffusa nei prati e nelle brughiere, lungo sentieri e fossi, nei pascoli, nelle siepi e nei boschi fino al piano montano.","Presente in tutta Europa.","Cinquefoglie tormentilla",,,Maggio,Agosto
562311,"Geum urbanum",Specie,"Pianta perenne, con grosse radici che emanano odore di chiodi di garofano, da cui il nome volgare. I fiori sono gialli, eretti, di 1,5 cm di ⌀. Frutti ad achenio in infruttescenze terminali.<br /><br />Buona foraggera, se ne utilizzava la radice per aromatizzare cibi e bevande; pianta mellifera, ha anche proprietà sudorifere e vulnerarie.",10b0913683ea6f63e8b4e60726750c58,301198,,Linneo,,"Si incontra nelle siepi, su terreni umidi ricchi di sostanze nutritizie, negli ambienti ruderali e vicino agli insediamenti umani fino al piano montano","Presente più o meno in tutta Europa.","Cariofillata comune, ambretta, garofanaia",,,Maggio,Agosto
675310,"Geum rivale",Specie,"Pianta perenne, con fusti ascendenti, densamente coperta di peli violetti; foglie divise, con i tre lembi apicali molto più sviluppati degli altri; fiori penduli a due o tre, sepali violetti che chiudono i petali gialli altrettanto lunghi, Frutti ad achenio con becco allungato, riuniti in infruttescenze sferiche spinose.<br /><br />Usi come la specie seguente.",132007c855f8c81d3ba49973f681a97a,231260,,Linneo,"Incerta l'origine del nome generico; o da gé = terra, o da géuo= aver sapore, per l'aroma della radice.","Qua e là sulle rive dei fossi, nelle praterie umide, lungo le siepi e le forre delle zone collinari e montane.","Diffusa in Europa, più rarefatta nelle regioni meridionali.","Cariofillata dei rii",,,Maggio,Luglio
763309,"Potentilla anserina",Specie,"Le foglie pennatosette, che discostano questa specie dalle altre, sono bianco-argentate nella pagina inferiore; i fiori sono gialli; la pianta è stolonifera.<br /><br />Coltivata talvolta come ornamentale per formare tappeti erbosi.",3c3b8639e0b88c264cc1b4506efbaa6c,301011,,Linneo,"Anserina significa 'a zampa d'oca', per la forma delle foglie.","È presente lungo i sentieri, nei prati, su terreni ricchi di sostanza azotata e lungo i fossi fino a 1800 m.","È specie cosmopolita.","Cinquefoglie a pie d'oca, argentina",,,Maggio,Agosto
573308,"Filipendula vulgaris",Specie,"Più gracile delia precedente, ha foglie con numerosissime divisioni e fiori bianco-crema; frutti in follicoli stellati.<br /><br />Gli ingrossamenti delle radici, ricchi di riserve, sono commestibili; i fiori profumati sono melliferi; i fiori hanno proprietà diuretiche e purgative, le radici hanno impiego contro i calcoli e come astringente.",720566c4f9b14b7a1127fc9833b4a7be,634471,"(= F. hexapetala Gilib.)",Moench,,"Diffusa nei prati aridi e magri, in posizione solatia, nelle chiarie fino a 1500 m circa.","È presente in tutta Europa.","Erba peperina",,,Maggio,Giugno
612307,"Filipendula ulmaria",Specie,"Pianta perenne, glabra, porta infiorescenze vistose, in cime corimbose formate da fiori bianchi di 1 cm.<br /><br />Per le vistose infiorescenze è coltivata come ornamentale; ha notevoli proprietà medicinali per curare ferite, spasmi, problemi digestivi e malattie da raffreddamento.",e7e5f21863f21fd5ee30a0f6a086a3be,629935,"( = Spiraea ulmaria L.)","(L.) Maxim.","Poiché le radici allungate presentano dei caratteristici ingrossamenti distanziati, come inseriti in un filo, il nome del genere vi fa specifico riferimento; le foglioline delle foglie composte sono simili a quelle degli olmi.","È presente soprattutto nei prati umidi, sulle rive dei fossi e nei luoghi ombrosi fino oltre i 1300 m.","Manca in Europa solamente lungo le coste mediterranee.","Olmaria comune",,,Maggio,Agosto
827306,"Agrimonia eupatoria",Specie,"Pianta perenne, con radice ramificata; infiorescenza a racemo semplice con fiori giallo-uovo di 1 cm circa; frutto composto di due acheni.<br /><br />Raramente coltivata come ornamentale, ha diverse proprietà medicinali, come astringente, vulneraria e nelle affezioni del fegato e dei reni.",bd324a616f6da28506550a268d4a5da9,,,Linneo,"Il nome del genere deriva forse dal greco érgemon - macchia dell'occhio, per le proprietà che si attribuivano alla pianta nella cura delle affezioni oculari; quello specifico invece si fa derivare o da Mitridate Eupator, re del Ponto, o da hepatoria, perché la pianta sarebbe attiva sul fegato.","Vive sui terreni asciutti, lungo le siepi, negli incolti e al margine dei boschi fino a 1000 m.","Presente pressoché in tutta Europa, salvo le estreme regioni settentrionali.",Eupatoria,,,Giugno,Agosto
873305,"Aphanes arvensis",Specie,"Specie annuale, peloso-irsuta, ha foglie piccolissime (5 mm); i fiori ascellari, piccolissimi, sono verdastri.<br /><br />Le parti sotterranee e la pianta in genere hanno proprietà astringenti e diuretiche; le foglie sono eduli.",c1fe59fa41f9afc0c61ce5e91b81ccd3,633525,"( = Alchemilla arvensis Scop.)",Linneo,"Dal greco aphanés = poco appariscente, a causa dell'aspetto insignificante della pianta.","Si incontra nei campi di cereali, nei prati asciutti, lungo i vecchi muri fino a 1200 m.","È presente in tutta Europa, salvo le regioni settentrionali.","Ventaglina dei campi",,,Aprile,Luglio
628304,"Sanguisorba officinalis",Specie,,,,,,,,,,,,,
50303,"Sanguisorba minor",Specie,"Pianta perenne, con radice ingrossata e foglie in rosetta basale; porta spighe sferiche-ovoidali di 2 cm, formate da fiori ridotti a soli quattro sepali e stami numerosi, rossi e penduli, stimmi piumosi; frutti ad achenio.<br /><br />Talora può essere coltivata come insalata aromatica, caratteristica per il gradevole sapore di cetriolo.",4e19f2215c80b377cc21bf188095ed6f,,"( = Poterium sanguisorba L.)",Scop.,"Il nome del genere deriva dal principio della segnatura, che vedeva nel colore arrossato dell'infiorescenza il 'segno', riferito poi a capacità cicatriziali.","È specie degli ambienti aridi, incolti, bordi di vie, campi di foraggere fino a 1200 m.","Presente in tutta Europa.","Pimpinella, salvastrella",,,Maggio,Luglio
